a,Celtic,,,,,Glasgow Rangers,,,,,Hibernian,,,,,Aberdeen,,,,,Basel,,,,,Young Boys,,,,,Zurich,,,,,Lugano,,,,,Grasshopper,,,,,RB Salzburg,,,,,LASK Linz,,,,,Rapid Viena,,,,,Sturm Graz,,,,,Austria Wien,,,,,Legia Warszawa,,,,,Lech Poznan,,,,,Cracovia,,,,,Wisla Krakow,,,,,
a,G. Giakoumakis,ATA,26,73,,L. Balogun,ZAG,33,74,,P. McGinn,ZAG LD,30,66,,M. Kennedy,ME LD,26,66,,M. Lang,LD,30,71,,U. Garcia,LE ME,25,71,,B. Omeragic,ZAG LD,19,67,,F. Daprelà,ZAG,30,67,,Nadjack,LD,27,67,,S. Koita,ATA,21,73,,P. Filipović,ZAG,30,69,,M. Hofmann,ZAG,27,69,,S. Ingolitsch,LD LD,24,68,,D. Fitz,MEI ATA ME,22,67,,M. Wieteska,ZAG,24,68,,A. Milić,ZAG,27,69,,O. Kakabadze,LD,26,65,,S. Savić,ME MEI,27,64,,
a,C. Carter-Vickers,ZAG,23,72,,F. Helander,ZAG,28,74,,R. Bushiri,ZAG,21,66,,C. McLennan,MD LD,21,65,,N. Katterbach,LE,20,70,,J. Lefort,LE ZAG,27,71,,B. Kramer,ATA,25,67,,M. Bottani,ATA PE MEI,30,67,,André Moreira,GOL,25,67,,J. Onguéné,ZAG,23,72,,A. Andrade,ZAG LE,22,69,,F. Druijf,ATA MEI,23,68,,A. Niangbo,MEI ATA PE,21,67,,V. Demaku,VOL MC,21,66,,B. Slisz,MC VOL,22,67,,B. Douglas,LE,31,69,,M. Álvarez,ATA,29,65,,E. Manu,ME ATA,27,64,,
a,N. Bitton,VOL ZAG,29,72,,K. Roofe,ATA,28,74,,J. Murphy,ME PE MEI,31,66,,V. Besuijen,PD PE MD,20,65,,D. Ndoye,MD ATA,20,69,,M. Camara,ZAG,23,71,,F. Aliti,ZAG LE,27,67,,M. Marić,ZAG,37,66,,N. Loosli,ZAG,24,66,,N. Capaldo,MC LD,22,72,,D. Marešić,ZAG,21,68,,R. Ljubicic,VOL MC LE,21,68,,J. Gazibegović,LD,21,67,,A. Jukic,ME MC MEI,20,65,,L. Kastrati,MD PD PE,22,67,,B. Salamon,ZAG,30,69,,M. Sipľak,LE ZAG ME,25,65,,J. Kliment,ATA,27,64,,
a,G. Taylor,LE,23,72,,I. Hagi,PD MEI,22,74,,K. Magennis,MC MEI ME,22,65,,D. McGeouch,MC VOL,28,65,,S. Pavlović,ZAG,20,69,,S. Lauper,ZAG MC VOL,24,70,,K. Mets,ZAG,28,66,,Ž. Celar,ATA,22,65,,B. Bolla,LD LD PD,21,66,,O. Solet,ZAG,21,72,,M. Potzmann,LD ME LE,27,68,,E. Aiwu,ZAG VOL,20,67,,A. Prass,ME MC,20,66,,C. Schoissengeyr,ZAG,26,65,,A. Boruc,GOL,41,67,,R. Murawski,MC VOL,27,68,,D. Sadiković,VOL,26,64,,D. Hugi,ME ATA,25,64,,
a,A. Ralston,LD,22,71,,J. Aribo,MC,24,74,,S. Allan,MEI,29,65,,C. Ramsay,LD,17,63,,S. Esposito,MEI ATA,18,68,,A. Racioppi,GOL,22,69,,A. Ceesay,ATA ME,27,66,,M. Amoura,MEI ATA,21,64,,André Santos,MC VOL,32,65,,K. Piątkowski,ZAG MD,21,71,,F. Luckeneder,ZAG,27,68,,P. Gartler,GOL,24,66,,L. Jäger,LD VOL,27,66,,M. Braunöder,MC VOL,19,64,,Rafael Lopes,ATA ATA,29,67,,Joel Pereira,LD,24,68,,M. Rodin,ZAG,25,64,,M. Sadlok,ZAG LE,32,64,,
a,C. Starfelt,ZAG,26,71,,J. Lundstram,MC,27,72,,D. Mitchell,LE MD,24,65,,J. MacKenzie,LE,20,63,,Joelson Fernandes,MD ME,18,68,,C. Zesiger,ZAG,23,69,,W. Gnonto,ATA ME,17,64,,S. Osigwe,GOL,27,63,,Jeong Sang Bin,ATA,19,64,,A. Vallci,LD ZAG LE,25,71,,F. Flecker,MD LD ME,25,67,,L. Greiml,ZAG,19,66,,D. Affengruber,ZAG,20,66,,M. Martins,LD MD,26,64,,P. Sokołowski,VOL MC,26,67,,Dani Ramírez,MEI,29,68,,M. Hebo Rasmussen,MC,25,64,,E. Fazlagić,VOL,21,63,,
a,R. Hatate,MC,23,71,,F. Sakala,ATA PE,24,72,,D. McGregor,ZAG,35,64,,M. Devlin,ZAG,27,63,,M. Palacios,MEI,19,67,,K. Varga,ME MD,25,68,,M. Kryeziu,ZAG,24,64,,M. Mahmoud,VOL,21,60,,D. Schmid,LE MC LD,23,63,,G. Mensah,LE LE,22,71,,A. Schmidt,ATA,23,67,,K. Kitagawa,ATA ATA MEI,24,65,,N. Geyrhofer,ZAG,21,66,,M. Kos,GOL,24,64,,I. Kharatin,VOL,26,66,,A. Sobiech,ATA,31,68,,Thiago,ME,24,64,,N. Kuveljić,VOL MC,24,63,,
a,D. Maeda,PE ATA,23,71,,C. Itten,ATA MEI,24,71,,S. Jasper,MD ME,20,64,,A. Montgomery,LE PE,18,62,,Sergio López,LD,22,67,,V. Sierro,MC,25,68,,M. Hornschuh,VOL ZAG,30,63,,Yuri,LE ME,25,60,,M. Matic,GOL,25,63,,A. Bernede,VOL MC,22,70,,C. Monschein,ATA,28,67,,J. Auer,LE ME LE,20,64,,A. Borkovic,ZAG,22,65,,A. Helac,GOL,23,63,,E. Muçi,ATA MEI,20,66,,K. Velde,ME MD,21,67,,F. Balaj,ATA,23,63,,P. Plewka,VOL MC,21,63,,
a,M. Johnston,PE PD,22,70,,S. Arfield,MC,32,71,,A. Gogić,VOL MC,27,64,,G. Woods,GOL,30,61,,L. Millar,ME PE,21,66,,C. Niasse,VOL ZAG,21,68,,F. Rohner,MD LD ME,22,62,,S. Guidotti,MC,22,59,,K. Sène,ATA MD PD,20,63,,L. Sučić,MEI MC MD,18,70,,K. Nakamura,ME PE,20,66,,L. Schuster,VOL MC,20,64,,T. Schützenauer,GOL,24,64,,N. Ohio,ATA,18,63,,M. Nawrocki,ZAG,20,65,,A. Czerwiński,LD,28,67,,Luís Rocha,LE,28,63,,S. Ring,LE ME,26,63,,
a,S. Welsh,ZAG,21,69,,J. McLaughlin,GOL,33,69,,L. Stevenson,LE,33,64,,T. Jenks,MC MEI,19,58,,W. Burger,MC VOL,20,66,,Q. Maceiras,LD LD LE,25,67,,B. Krasniqi,MC MEI,20,62,,K. Hajrizi,ZAG LD VOL,22,59,,Bruno Jordão,MC,22,62,,P. Köhn,GOL,23,70,,B. Jovicic,VOL MC,28,65,,C. Dibon,ZAG,30,64,,V. Trummer,LE,21,64,,L. Ivkic,LD LD,18,61,,J. Abu Hanna,ZAG LE,23,65,,M. van der Hart,GOL,27,67,,F. Loshaj,VOL,24,63,,Luis Fernández,ATA MEI,27,63,,
a,J. McCarthy,VOL MC,30,69,,J. Sands,ZAG VOL,20,69,,H. Clarke,ZAG LD,20,63,,J. Milne,VOL,18,54,,D. Males,MD ATA MEI,20,63,,F. Mambimbi,ATA ME MD,20,66,,S. Khelifi,MD ME,27,62,,A. Saipi,GOL,20,57,,Nuno da Silva,PD MD ME,27,60,,N. Mantl,GOL,21,69,,T. Anselm,ATA,21,65,,B. Unger,GOL,22,61,,R. Højlund,ATA,18,63,,C. Keles,ME MD,19,61,,L. Rose,ZAG,29,65,,N. Kvekveskiri,VOL MC,29,67,,Rivaldinho,ATA,26,63,,M. Młyński,ME MD,20,63,,
a,M. O'Riley,MC MEI,20,69,,A. Diallo,MD,18,68,,E. Henderson,MC MEI ME,21,63,,M. Ruth,ATA,19,54,,K. Sène,ATA MD PD,20,63,,W. Kanga,ATA,23,66,,Ž. Kostadinović,GOL,29,60,,M. Haile-Selassie,MEI ATA MD,22,57,,G. Morandi,MEI MC MD,22,59,,B. Šeško,ATA,18,68,,Y. Letard,ZAG,22,65,,D. Savić,ME MD,20,61,,L. Kronberger,ME,19,63,,M. Huskovic,ATA MEI,18,61,,J. Çelhaka,VOL,20,64,,F. Bednarek,GOL,28,66,,S. Lusiusz,VOL MC,21,62,,K. Gruszkowski,LD,20,63,,
a,I. Soro,VOL,23,69,,S. Wright,PD PE MEI,23,68,,D. Wright,MD,26,63,,C. Barron,MC VOL,18,52,,A. Hajdari,ZAG,18,59,,F. Rieder,MC,19,64,,S. Wallner,LD ZAG,19,60,,L. Srdic,ZAG,19,53,,A. Arigoni,ZAG LD ME,22,59,,J. Adamu,ATA,20,68,,Hong Hyeon Seok,MC VOL MEI,22,65,,O. Strunz,ATA ATA,21,61,,C. Lang,MEI,19,59,,T. Hammond,PE PD MEI,18,60,,M. Rosołek,ME ATA ATA,19,64,,M. Skóraś,MD,21,66,,M. Rakoczy,MD MEI,19,61,,J. Colley,ZAG,22,63,,
a,A. Ajeti,ATA,24,69,,J. Simpson,ZAG LE,24,68,,J. Scott,ATA PD PE,20,62,,D. Polvara,MC,21,52,,A. Padula,LE LD,25,57,,N. Bürgy,ZAG,25,63,,C. Buschman-Dormond,ME ATA,18,59,,N. Muci,ATA,18,53,,F. Momoh,ATA,20,57,,A. Walke,GOL,38,68,,T. Gebauer,GOL,39,64,,B. Zimmermann,ATA MEI,19,61,,S. Schendl,MD,18,58,,F. Antovski,LE ME,20,60,,M. Hołownia,ZAG LE,23,64,,F. Marchwiński,MEI,19,63,,K. Knap,VOL MEI,19,61,,P. Starzyński,ME MD,17,62,,
a,Y. Ideguchi,MC VOL,24,67,,C. Bassey,ZAG LE,21,67,,J. Campbell,MEI MC,21,61,,,,,,,Y. Djiga,ZAG,18,55,,G. Faivre,GOL,34,63,,S. Seiler,MC MD LD,20,58,,A. Muci,GOL,20,52,,F. Hoxha,LE LE,20,56,,I. Van der Brempt,PD LD MD,19,67,,T. Lawal,GOL,21,64,,L. Sulzbacher,LD LD,21,61,,L. Marić,GOL,18,57,,F. Wustinger,VOL MC,17,57,,C. Miszta,GOL,19,63,,M. Mleczko,GOL,22,62,,P. Zaucha,ME,21,60,,M. Biegański,GOL,19,62,,
a,S. Bain,GOL,29,67,,N. Ofoborh,VOL MC ZAG,21,65,,K. Dąbrowski,GOL,23,60,,,,,,,E. Essiam,VOL,17,55,,A. Jankewitz,MC,19,60,,L. Kamberi,ZAG,21,57,,A. Durrer,VOL ZAG,19,51,,Jia Boyan,PD,17,49,,Y. Diarra,VOL MC,23,67,,T. Sabitzer,ATA MD ME,20,64,,N. Hedl,GOL,20,60,,S. Stückler,ME,20,57,,M. Pečar,MEI PE,18,57,,K. Skibicki,MD,19,62,,M. Skrzypczak,ZAG VOL,20,61,,A. Wilk,GOL,23,60,,S. Szota,ZAG,22,62,,
a,K. Dembélé,PD,18,64,,G. Middleton,PD ATA,21,64,,S. Bradley,MD ME ATA,19,58,,,,,,,F. Gebhardt,GOL,19,52,,N. Maier,MEI MD,20,57,,G. De Nitti,GOL,18,52,,A. Morosoli,GOL,16,51,,,,,,,J. van der Werff,ZAG LD,22,67,,F. Twardzik,ZAG LE,28,64,,M. Moormann,ZAG LE,20,59,,P. Komposch,ZAG,20,57,,R. Vucic,ATA,18,57,,M. Kochalski,GOL,20,60,,B. Mrozek,GOL,21,60,,J. Myszor,MD,19,59,,D. Szot,LD,20,61,,
a,R. Doohan,GOL,23,64,,R. McCrorie,GOL,23,63,,E. Melkersen,ATA,18,57,,,,,,,L. Chipperfield,MC,17,51,,L. Blum,LD,19,56,,,,,,,L. Molino,LE,17,49,,,,,,,A. Dedić,LE LD,18,66,,J. Boller,ZAG,21,63,,M. Oswald,MC VOL,19,59,,M. Wels,ME,16,55,,Z. El Sheiwi,LE LE,17,57,,B. Ciepiela,MEI,20,57,,J. Antczak,ME,17,55,,K. Ogorzały,ME,20,59,,M. Cissé,MD ME,18,60,,
a,L. Scales,LE ZAG,22,63,,S. Kelly,MC,21,61,,R. Hauge,PE PD,19,56,,,,,,,N. Dundas,MC,17,50,,Joël Monteiro,ATA,21,55,,,,,,,,,,,,,,,,,M. Kjaergaard,MEI MC ATA,18,65,,O. Sako,ZAG VOL,25,63,,,,,,,,,,,,,,,,,S. Włodarczyk,ATA,18,56,,,,,,,,,,,,,,,,,
a,E. Henderson,MC MEI ME,21,63,,M. Żukowski,LD ME,19,61,,D. Mitchell,GOL,31,55,,,,,,,,,,,,E. Petignat,VOL,21,55,,,,,,,,,,,,,,,,,D. Guindo,LE,18,65,,E. Wild,LE ME,21,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,L. Shaw,MC VOL,20,62,,J. McPake,ME PE,19,60,,,,,,,,,,,,,,,,,L. Zbinden,GOL,18,53,,,,,,,,,,,,,,,,,K. Ludewig,LD,21,65,,E. Softić,ZAG,19,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,O. Urhoghide,ZAG LD,20,62,,,,,,,,,,,,,,,,,,,,,,A. Laidani,GOL,18,50,,,,,,,,,,,,,,,,,B. Okoh,ZAG,18,65,,A. Griger,ATA,17,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,A. Montgomery,LE PE,18,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Diambou,VOL,18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Dorgeles,MEI ATA,18,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

