a,Portuguesa,,,,,Palestino,,,,,Huracán,,,,,Godoy Cruz,,,,,Atlético Tucumán,,,,,Gimnasia y Esgrima,,,,,
a,,,,,,,,,,,A. Curruhinca,PE ME,21,58,,K. Suárez,LE,19,60,,M. Valor,LE,21,60,,E. Jara,VOL,21,60,,
a,,,,,,,,,,,,,,,,F. Altamira,MD,19,60,,,,,,,T. Durso,GOL,22,60,,
a,,,,,,,,,,,,,,,,T. Allende,ATA,22,59,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,T. Castro,MC MD,20,59,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,E. Quinteros,VOL,21,58,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

