a,Ajax,,,,,PSV,,,,,Feyenoord,,,,,AZ Alkmaar,,,,,Twente,,,,,Vitesse,,,,,Utrecht,,,,,Heerenveen,,,,,Groningen,,,,,Sparta Rotterdam,,,,,Genk,,,,,Brugge,,,,,Standard Liege,,,,,Anderlecht,,,,,Gent,,,,,Royal Antwerp,,,,,Mechelen,,,,,
a,E. Álvarez,VOL,23,79,,O. Boscagli,ZAG LE VOL,23,77,,J. Toornstra,MC MEI PD,32,75,,A. Witry,LD,25,72,,W. Brama,VOL MC,34,69,,Y. Gboho,MEI ATA,20,68,,T. Douvikas,ATA,21,70,,A. Tahiri,MEI MC,26,67,,N. Kasanwirjo,ZAG VOL LD,19,67,,G. Masouras,LD LD,24,67,,C. Cuesta,ZAG,22,72,,E. Sobol,LE ME,26,75,,A. Dønnum,MD PD,23,70,,L. Magallán,ZAG,27,71,,A. Hjulsager,MEI MC,26,72,,M. Samatta,ATA,28,72,,G. Engvall,ATA PD MEI,25,68,,
a,R. Gravenberch,MC,19,78,,É. Gutiérrez,MC VOL,26,75,,C. Dessers,ATA,26,74,,K. Sowah,PD MEI,21,71,,M. Hilgers,ZAG LD,20,68,,O. Darfalou,ATA,27,68,,S. Gustafson,MEI MC MD,26,70,,S. van Hooijdonk,ATA,21,66,,D. van Kaam,VOL MC,21,67,,L. Jans,LD,28,67,,K. Thorstvedt,MEI MC,22,72,,S. Adamyan,ATA MEI ME,28,74,,J. Van Damme,VOL MC,29,69,,J. Zirkzee,ATA MEI,20,71,,D. Roef,GOL,27,72,,M. Hongla,MC VOL,23,72,,L. Bijker,LE,28,68,,
a,D. Klaassen,MEI MC,28,78,,J. Teze,LD ZAG,21,75,,J. Hendrix,VOL MC,26,73,,P. Jensen,GOL,23,71,,Pleguezuelo,ZAG,24,67,,M. Schubert,GOL,23,67,,T. St. Jago,ZAG,21,70,,L. Woudenberg,LE,27,66,,C. Ngonge,MD,21,66,,B. Vriends,ZAG,30,67,,S. Dewaest,ZAG,30,72,,F. Maouassa,LE,22,74,,G. Dewaele,LD MD LD,25,69,,F. Amuzu,MD ME,21,71,,L. Depoitre,ATA,32,72,,M. Balikwisha,PE MEI ATA,20,72,,G. Coucke,GOL,22,68,,
a,M. Kudus,MEI MC,20,76,,André Ramalho,ZAG,29,75,,A. Jahanbakhsh,PD,27,73,,S. Beukema,ZAG,22,70,,G. Troupée,LD,23,67,,T. Domgjoni,VOL MC,22,66,,Q. Timber,MC VOL,20,69,,R. Kaib,LE,24,66,,P. Joosten,PE ATA,25,66,,M. Engels,ATA ME,27,66,,Neto Borges,LE,24,71,,J. Hendry,ZAG,26,73,,M. Carcela-González,PD MD MEI,32,69,,H. Delcroix,ZAG,22,71,,Núrio Fortuna,ME LE ZAG,26,71,,A. Seck,ZAG,29,71,,T. Peyre,ZAG,28,68,,
a,R. Pasveer,GOL,37,76,,P. Mwene,LD LE,27,74,,M. Pedersen,LD,21,73,,H. Evjen,PD MC,21,70,,K. Pierie,ZAG,20,67,,D. Huisman,MEI MC,18,66,,M. Sylla,PD PE MD,21,69,,A. Musaba,MD ATA,20,66,,L. Duarte,MC VOL,24,66,,Dalmau,ATA,27,66,,I. Ugbo,ATA,22,71,,L. Openda,ATA,21,73,,M. Sissako,ZAG,20,68,,M. Vlap,MEI MC,24,71,,E. Owusu,VOL MC,23,71,,P. Gerkens,MC MEI,26,71,,I. Swers,MD LD,24,67,,
a,M. Stekelenburg,GOL,38,75,,J. Drommel,GOL,24,74,,R. Nelson,PD PE,21,72,,Z. Aboukhlal,PD PE ATA,21,69,,J. Lukoki,PD,28,67,,J. Houwen,GOL,25,66,,O. Boussaid,PE MD,21,69,,N. Bakker,ZAG,28,65,,P. Abraham,ATA ME,18,65,,A. Meijers,LE,33,66,,Mujaid,ZAG LD,21,71,,A. Skov Olsen,MEI PD,21,72,,R. Emond,ATA,29,68,,B. Mykhaylichenko,LE,24,70,,J. Okumu,ZAG,24,71,,K. Miyoshi,MD ATA MEI,24,71,,M. Shved,MD ATA,23,67,,
a,Z. Labyad,MEI,28,74,,M. van Ginkel,MC VOL,28,74,,M. Diemers,MC MEI PE,27,72,,T. Letschert,ZAG,28,69,,M. Ugalde,ATA,19,66,,T. Buitink,ATA MEI,21,66,,M. van der Maarel,ZAG LD,31,69,,N. Madsen,VOL MC,21,65,,R. Postema,ATA MD,19,65,,J. de Kamps,VOL MC,29,66,,S. Juklerød,LE,27,71,,F. Ricca,LE ZAG,26,72,,F. Avenatti,ATA MEI,28,68,,M. Dauda,ME ATA ATA,23,70,,A. Hanche-Olsen,ZAG,24,71,,D. Dessoleil,ZAG,28,71,,Vinicius Souza,VOL ZAG MC,22,67,,
a,P. Schuurs,ZAG,21,74,,Y. Mvogo,GOL,27,74,,O. Marciano,GOL,31,70,,T. Reijnders,MC MEI,22,69,,G. Smal,LE,23,66,,T. Hájek,ZAG,29,65,,M. Paes,GOL,23,69,,A. van der Heide,ME,19,64,,B. Meijer,LE,18,64,,M. Heylen,ZAG,27,66,,J. Paintsil,PE ME,23,70,,S. Nsoki,ZAG LE,22,71,,L. Henkinet,GOL,28,67,,M. Ashimeru,MC MEI VOL,23,70,,O. Bukari,MD ATA,22,69,,A. Beiranvand,GOL,28,70,,Y. Thoelen,GOL,30,67,,
a,M. Ihattaren,MEI PD MC,19,73,,T. Baumgartl,ZAG,25,74,,C. Bassett,MEI MC ATA,19,70,,F. Druijf,ATA MEI,23,68,,D. Rots,PD ATA,19,66,,M. Manhoef,LE LD,19,65,,F. de Keijzer,GOL,21,68,,R. Al Hajj,MEI MC,19,64,,S. Schreck,MC VOL,22,64,,A. Auassar,VOL ZAG,34,66,,M. Vandevoordt,GOL,19,70,,T. Buchanan,MD ME,22,71,,A. Tapsoba,ATA MEI,19,67,,T. Wellenreuther,GOL,25,70,,G. Chakvetadze,ME MEI,21,69,,J. Bataille,LD MD LE,22,70,,É. Youan,ATA MEI MC,22,66,,
a,D. Rensch,LD LE,18,73,,Y. Vertessen,MD ATA,20,73,,R. Boženík,ATA,21,69,,H. Verhulst,GOL,28,67,,G. Roemeratoe,VOL MC,21,66,,P. Vroegh,MC VOL,21,64,,M. Mahi,ATA PE,27,68,,H. Akujobi,LD VOL,21,64,,M. Šverko,ZAG LE,23,64,,B. van Leer,GOL,29,65,,Á. Preciado,LD LD MD,23,69,,J. Izquierdo,PE,28,71,,D. Drăguș,ATA PE,21,66,,A. Ait El Hadj,MEI MC MD,19,69,,M. Samoise,MD,19,68,,J. Eggestein,ATA MD,23,70,,O. Kaya,MD MEI ME,35,66,,
a,S. Klaiber,LD,26,73,,R. Thomas,MC MEI VOL,26,73,,P. Sandler,ZAG,24,69,,M. Taabouni,PE MEI,19,65,,D. Cleonise,PE PD,19,65,,D. Oroz,ZAG LD,20,63,,N. Maeda,PD MEI ATA,26,67,,F. Stevanović,ME PE,18,64,,M. Bogarde,ZAG VOL LD,19,64,,A. Verschueren,MC MEI VOL,24,65,,M. McKenzie,ZAG,22,69,,K. Sowah,PD MEI,21,71,,N. Nkounkou,LE LE,20,66,,M. Bundu,PD,24,69,,V. Bayo,ATA,24,68,,A. De Sart,MC VOL MEI,24,70,,J. Van Hecke,MEI MC ME,19,64,,
a,B. Brobbey,ATA,19,72,,A. Obispo,ZAG,22,73,,P. Wålemark,PD,19,68,,J. Kramer,ZAG LE,24,65,,J. Bosch,MC MEI,21,65,,E. Cornelisse,ZAG VOL MC,19,63,,E. Oelschlägel,GOL,25,67,,S. Shopov,MEI ME MD,19,62,,R. Balker,ZAG LD,22,63,,T. Coremans,GOL,30,64,,B. Toma,MC VOL,22,69,,M. Mitrović,ZAG,27,71,,A. Boljević,PD,25,66,,A. Trebel,MC VOL,30,69,,S. Marreh,VOL MC,25,68,,S. Vines,LE,22,69,,A. Van Hoorenbeeck,ZAG LD,22,61,,
a,L. Magallán,ZAG,27,71,,M. Sadílek,VOL LE MC,22,73,,V. Cojocaru,GOL,25,66,,P. Koopmeiners,VOL MC ZAG,21,63,,J. de Lange,GOL,23,62,,E. Verstappen,GOL,27,61,,D. van der Kust,LE,20,66,,A. Sarr,ATA,20,62,,J. Hoekstra,GOL,22,63,,A. Madi,MEI MC,19,62,,E. Kouassi,VOL MC,23,67,,D. Okereke,ATA PD PE,23,71,,D. Peeters,VOL,22,65,,C. Coosemans,GOL,28,67,,J. Botaka,MD LD,28,68,,O. De Wolf,GOL,24,69,,M. Robberechts,MC VOL MEI,17,56,,
a,Danilo,ATA,22,70,,Mauro Júnior,LE ME MEI,22,73,,R. Hendriks,ZAG LE,19,66,,M. Kerkez,LE,17,63,,C. Staring,ZAG VOL,20,62,,E. Hernández,MEI ATA,20,61,,E. Bergström,ZAG,28,66,,S. van Ottele,ZAG VOL,19,61,,Y. Kalley,LE,20,60,,I. Kort,GOL,21,60,,L. Oyen,PE,18,67,,D. Odoi,LD ZAG,33,70,,E. Sylvestre,MD ME,21,64,,B. Verbruggen,GOL,18,66,,A. Niangbo,MEI ATA PE,21,67,,F. Boya,VOL MC ZAG,25,69,,N. Dailly,ATA PD PE,19,56,,
a,M. Daramy,PE ATA,19,69,,D. Luckassen,ZAG LD VOL,25,71,,A. El Bouchataoui,MC VOL,21,65,,Y. Barasi,ATA PE,18,62,,L. Everink,LD,20,61,,D. Reiziger,GOL,20,59,,A. Zagré,LE,19,65,,D. Nunumete,MC,19,60,,S. Tounekti,ME,18,60,,M. Tahiri,ATA MEI,20,60,,T. Leysen,GOL,19,63,,Y. Badji,ATA,19,67,,D. Pavlovic,LE LD,19,63,,K. Sardella,LD LE,19,66,,B. Godeau,ZAG,29,67,,F. Haroun,VOL MC,35,69,,M. Wenssens,GOL,19,56,,
a,K. Taylor,MC,19,69,,M. Romero,ATA,22,70,,L. Hartjes,VOL MC,18,64,,E. Poku,PD ATA,17,62,,M. Bruns,MC VOL ZAG,18,58,,R. Yapi,LD LD,20,59,,U. Emanuelson,MC VOL,35,64,,T. Zaal,ZAG VOL,17,60,,E. Matuta,VOL,19,58,,P. Doesburg,ATA PD,20,59,,A. Ouattara Mohammed,VOL ZAG MC,20,62,,T. Vlietinck,LD MD,23,66,,A. Calut,LE LE,18,61,,M. Kana,ZAG VOL MC,18,66,,C. Operi,LE,24,66,,A. Yusuf,MC VOL,20,69,,B. Van Den Eynden,MC,19,55,,
a,J. Gorter,GOL,21,69,,R. Ledezma,MEI,20,67,,A. Milambo,MEI,16,62,,M. Bakker,GOL,20,61,,J. Markelo,PD PE,18,57,,G. de Regt,PE PD LD,18,59,,R. Balk,PE ATA ME,20,64,,J. Bekkema,GOL,25,59,,L. Valente,MEI,17,57,,J. van Mullem,ZAG,22,59,,J. Geusens,MC,19,61,,D. Pérez,ATA,19,66,,N. Ngoy,ZAG LD,18,60,,A. Colassin,ATA MEI,20,65,,Y. Malede,ATA PE,21,66,,Dinis Almeida,ZAG,26,69,,D. Dassy,LE,18,54,,
a,K. Pierie,ZAG,20,67,,V. Müller,GOL,20,67,,D. Hall,LD ZAG,20,62,,B. Reus,GOL,19,61,,E. van der Gouw,GOL,20,56,,S. van Duivenbooden,ATA,19,58,,C. Mamengi,ZAG,20,62,,J. Kroesen,GOL,18,58,,J. de Boer,GOL,21,57,,G. Overman,LE ME,20,59,,A. Németh,ATA,18,60,,N. Mbamba,ZAG VOL,16,64,,C. Çanak,PE ME MD,16,57,,L. Lissens,ZAG,19,64,,D. Lemajić,ATA,27,64,,N. De Pauw,MD MEI,31,68,,,,,,,
a,P. Tytoń,GOL,34,67,,J. Bakayoko,PD,18,66,,M. Benita,LD PD,17,61,,Z. Buurmeester,MC VOL,19,60,,,,,,,N. van Haveren,GOL,17,55,,M. Mallahi,PD PE MD,21,62,,T. van 't Loo,PE PD,17,58,,T. de Jonge,ME,18,57,,J. Meerstadt,VOL MC,19,58,,K. John,PD,18,59,,C. Sandra,MEI PD,17,64,,O. Dumont,MEI MC,19,57,,K. Arnstad,MC,17,61,,A. Oladoye,VOL,19,60,,N. Ampomah,ME ATA ATA,25,67,,,,,,,
a,V. Jensen,MEI,21,66,,F. Oppegård,LE,18,64,,T. Jansen,GOL,19,60,,J. Duin,ATA,22,60,,,,,,,M. Steffen,ZAG,18,54,,S. Mokono,LD,22,61,,J. Ras,MC,22,57,,O. van der Vlag,GOL,17,55,,F. Murre,GOL,17,56,,B. El Khannous,MEI,17,58,,S. Lammens,GOL,18,64,,L. Noubi,ZAG,16,55,,Z. Debast,ZAG VOL,17,61,,C. Emeka,ATA,19,60,,J. Pius,ZAG,25,66,,,,,,,
a,Y. Regeer,MC LD,17,65,,F. Fofana,ATA,18,64,,S. Valk,ZAG,19,57,,F. de Jong,MEI MC PD,18,60,,,,,,,,,,,,E. Maddy,PD ATA,20,61,,,,,,,D. Baron,GOL,18,54,,R. Janse,GOL,19,56,,V. Chambaere,GOL,18,57,,A. Nusa,PE PD,16,63,,E. Mago,GOL,17,53,,M. Stroeykens,MEI,16,60,,W. George,MC,19,59,,E. Emegha,ATA,18,64,,,,,,,
a,K. Fitz-Jim,MC MEI,17,64,,M. Delanghe,GOL,20,63,,D. Remie,GOL,18,55,,M. Dekker,ZAG LE,17,59,,,,,,,,,,,,M. Rijks,ATA MEI,18,61,,,,,,,A. Mortensen,ATA,18,52,,,,,,,,,,,,N. Shinton,GOL,20,63,,M. Godfroid,GOL,17,52,,R. Vercauteren,GOL,20,58,,C. Van Daele,LE ZAG ME,20,58,,P. Dwomoh,MEI MC,17,62,,,,,,,
a,A. van Axel Dongen,PE,16,64,,J. Seelt,ZAG,18,60,,T. Troost,GOL,19,55,,M. Meerdink,ATA,17,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Otasowie,VOL ZAG MC,20,61,,,,,,,,,,,,L. Fortin,GOL,19,57,,B. Nsimba,ATA MD ME,21,61,,,,,,,
a,M. de Waal,ATA MEI,19,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Soussi,PE ATA MEI,18,57,,,,,,,
a,E. Dall,ATA,18,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

