a,Melbourne Victory,,,,,Sydney FC,,,,,Melbourne City,,,,,Western Sydney Wanderers,,,,,Adelaide United,,,,,Auckland City,,,,,
a,L. Broxham,ZAG VOL LE,33,63,,J. Donachie,ZAG,28,65,,R. Griffiths,ZAG VOL,33,64,,J. Koutroumbis,ZAG,23,63,,J. Caletti,MC VOL,22,61,,Ryan de Vries,ATA MEI,30,67,,
a,B. Folami,ME,22,63,,M. Burgess,MEI PE ATA,26,65,,S. Galloway,LD LE,26,64,,T. Russell,LD LD,21,63,,K. Yengi,ATA MD,22,61,,Cameron Howieson,MEI MC,27,67,,
a,Rai Marchán,VOL MC,27,62,,M. Zullo,LE,32,65,,T. Endoh,MD ME,27,64,,Z. Gordon,ZAG LD,28,63,,G. Timotheou,ZAG,23,60,,Jesse Daley,MC MEI MD,24,67,,
a,S. Nigro,LD LE,24,61,,C. O'Toole,LE LE,23,62,,T. Glover,GOL,23,63,,K. Ogawa,MD ATA ME,28,63,,N. Konstandopoulos,MC,25,60,,Josh Brindell-South,MD MD ZAG,29,65,,
a,M. Acton,GOL,29,61,,T. Buhagiar,ATA,23,62,,T. Gomulka,VOL MC,19,58,,T. Aquilina,LD LD LE,20,62,,J. Cavallo,LE VOL,21,60,,Adam Mitchell,VOL ZAG,25,65,,
a,B. Hamill,ZAG,28,61,,B. Warland,ZAG,24,60,,S. Colakovski,PD ATA,21,58,,Mejías,GOL,32,62,,M. Toure,ATA ME,17,60,,Ryo Wada,ATA ATA,26,64,,
a,A. Anderson,ZAG,20,57,,E. Kamsoba,ATA ME MEI,25,59,,A. Lesiotis,VOL MC LD,21,57,,R. Najjarine,MEI ME MD,21,60,,L. Brook,MD PD,20,60,,Macklin Freke,GOL,23,64,,
a,N. Velupillay,ME MD,20,57,,T. Heward-Belle,GOL,24,59,,J. Hall,ZAG,23,56,,D. Wilmering,LE LE,20,60,,J. Tratt,ZAG LD,26,60,,Henry Hore,ATA ATA,22,64,,
a,L. Pršo,MEI VOL,20,57,,P. Yazbek,VOL MC,19,59,,J. Bos,LE ME,18,55,,T. Mourdoukoutas,ZAG,22,60,,G. Blackwood,ATA MEI,24,59,,Andrew Blake,MD MC LD,26,63,,
a,J. Barnett,VOL LE LD,20,57,,C. Zuvela,VOL MC,24,58,,M. Sutton,GOL,21,55,,M. Natta,ZAG,18,60,,Bernardo,MD,17,57,,Luke Ivanovic,ATA MEI,21,62,,
a,B. Kirdar,MEI ME,19,56,,L. McGing,ZAG,22,58,,R. Borges Rodrigues,PE PD ATA,17,54,,V. Janjetović,GOL,33,58,,L. Barr,ZAG,26,57,,Alex Parsons,ATA MEI,22,62,,
a,L. Brooks,MD ME,20,56,,C. Nieuwenhof,VOL MC,20,57,,K. Stokes,ZAG LD,18,54,,P. Cancar,ZAG,20,55,,Y. Dukuly,ME MD,18,55,,Jordan Holmes,GOL,24,62,,
a,L. Lawrie-Lattanzio,ATA ME MD,19,55,,H. Van der Saag,LD,21,56,,J. Nieuwenhuizen,GOL,17,50,,J. Swibel,ATA ATA,22,52,,A. Kasumovic,ATA,19,52,,Mario Ilich,MC MEI MD,26,61,,
a,M. Bozinovski,ZAG,20,53,,C. Talbot,LD LE,20,56,,L. Oresti,MEI MC,18,50,,A. Lopane,MEI,17,51,,E. Cox,GOL,17,51,,Anton Mlinaric,ZAG,20,60,,
a,Z. Bello,LD LE,19,50,,A. Pavlesic,GOL,18,55,,A. Taleb,GOL,18,49,,J. Carluccio,PE LE,20,50,,S. Hall,GOL,16,50,,Nicholas Olsen,MD LE MEI ZAG,26,59,,
a,M. Bulic,GOL,19,50,,P. Wood,ATA,18,55,,,,,,,A. Badolato,ATA,16,50,,A. Popovic,ZAG,18,50,,Louis Zabala,LD MC MEI ZAG,21,59,,
a,,,,,,A. Mlinaric,ZAG,19,55,,,,,,,,,,,,,,,,,Eli Adams,MEI,20,58,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,Cyrus Dehmie,ATA,19,57,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,Jez Lofthouse,ATA MEI,22,55,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Mcmorrow,MC,20,52,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

