a,Benfica,,,,,Sporting,,,,,Porto,,,,,Braga,,,,,Vitória Guimarães,,,,,Boavista,,,,,Marítimo,,,,,Portimonense,,,,,Paços de Ferreira,,,,,Famalicão,,,,,Gil Vicente,,,,,Estoril,,,,,Belenenses,,,,,Moreirense,,,,,Coimbra,,,,,
a,D. Núñez,ATA PE,22,78,,Nuno Santos,PE LE PD,26,78,,Vitinha,MC MEI,21,77,,David Carmo,ZAG,21,73,,M. Trmal,GOL,22,71,,Filipe Ferreira,LE,30,70,,S. Beltrame,MC VOL MEI,28,69,,S. Niazmand,GOL,26,68,,Denilson,ATA,25,69,,J. Cádiz,ATA,25,70,,A. Leautey,PD MD,25,68,,Lucas Áfrico,ZAG,26,70,,Diogo Calila,LD LE,22,68,,I. Camará,VOL MC,22,69,,Jorge Fellipe,ZAG,33,69,,
a,H. Seferović,ATA,29,77,,Ricardo Esgaio,LD LD ZAG,28,78,,M. Grujić,MC VOL,25,76,,André Horta,MC,24,73,,Tiago Silva,MC MEI,28,71,,S. Pérez,MC VOL,28,69,,Diogo Mendes,VOL MC,23,69,,Anderson Oliveira,PE PD,22,68,,Lucas Silva,PE PD,23,69,,Diogo Figueiras,LD,30,70,,B. Aouacheria,PD MD PE,27,68,,Daniel Figueira,GOL,22,69,,Alisson Safira,ATA PE,26,68,,Steven Vitória,ZAG,34,69,,Luis Aurelio,MEI MC,33,69,,
a,Vinícius,ATA,26,77,,Z. Feddal,ZAG,31,78,,Pepê,ME MD,24,76,,Pablo Santos,ZAG,29,73,,André Almeida,MC,21,71,,Y. Njie,ATA PE,27,69,,Matheus Costa,ZAG,26,69,,K. Nakamura,GOL,26,68,,M. Diaby,VOL,24,69,,Marcos Paulo,ME ATA,20,70,,João Afonso,VOL MC,26,68,,Carles Soria,LD,24,69,,Rafael Camacho,PD PE,21,68,,Kewin,GOL,26,68,,Joao Lucas,MD LE ZAG,26,69,,
a,Gilberto,LD,28,77,,Luís Neto,ZAG,33,77,,Marcano,ZAG,34,76,,Mario González,ATA MD,25,73,,A. Mumin,ZAG,23,70,,K. Gorré,PE,26,69,,Fábio China,LE,28,68,,I. Angulo,PD PE,22,68,,J. Delgado,PD MD LD,28,69,,Patrick William,ZAG,24,70,,Vitor Carvalho,VOL MC,24,67,,Rui Fonte,ATA,31,69,,Nilton Varela,LE,20,68,,Jefferson,MC VOL,27,67,,Atair Mimito,MEI MC,24,69,,
a,R. Yaremchuk,ATA,25,76,,M. Edwards,PD PE,22,77,,Stephen Eustáquio,VOL MC,24,76,,C. Borja,LE ZAG,28,73,,Alfa Semedo,VOL MC MEI,23,69,,Nathan,LD ZAG,19,69,,Léo Andrade,ZAG,23,68,,Ewerton,MC VOL,28,67,,André Ferreira,GOL,25,68,,Heriberto Tavares,MD PD,24,69,,Lucas Cunha,ZAG,24,67,,L. Rosier,VOL MC,22,68,,Luiz Felipe,GOL,24,67,,André Luís,ATA,27,67,,David Sualehe,MD LE ZAG,25,69,,
a,A. Taarabt,MC MEI,32,76,,Matheus Reis,ZAG LE LE,26,77,,Rúben Semedo,ZAG,27,76,,Zé Carlos,LD,22,72,,Bruno Gaspar,LD LD,28,69,,J. Porozo,ZAG,20,68,,Edgar Costa,PD MEI,34,68,,Filipe Relvas,LE ZAG,21,67,,Jorge Silva,LD,25,67,,Luiz Júnior,GOL,20,69,,E. Hackman,LD,26,67,,Bruno Lourenço,PE MEI MD,23,68,,A. Luković,MEI MC,26,67,,Matheus Silva,LD,23,67,,Jonathan Toro,ATA ATA,25,69,,
a,V. Lazaro,MD LD LD,25,76,,Jovane Cabral,PE PD,23,77,,Evanilson,ATA,21,76,,Tiago Sá,GOL,26,72,,Bruno Duarte,ATA,25,69,,R. Abascal,ZAG,27,68,,Henrique,PE,27,68,,Fabrício,ATA PE,31,67,,Zé Uilton,PD PE,28,67,,Riccieli,ZAG,22,69,,Élder Santana,ATA,28,66,,André Clóvis,ATA,23,68,,C. Akas,ZAG LE,27,66,,Sori Mané,VOL,25,67,,Vladimir Stojkovic,GOL,25,68,,
a,Gedson Fernandes,MC,22,76,,G. Plata,MD PD,20,76,,Fábio Vieira,MEI MD,21,76,,Rolando,ZAG,35,71,,João Ferreira,LD,20,69,,I. Vukotić,VOL MC,22,67,,A. Alipour,ATA,25,67,,G. Imbula,MC VOL,28,67,,Rui Pires,MC VOL,23,67,,D. Batubinsika,ZAG,25,68,,Marcelo dos Santos,ATA,23,65,,R. Meshino,PE ATA,23,68,,A. Ndour,ATA,20,66,,Rodrigo Conceição,LD,21,66,,Fabio Fortes,ATA MEI,30,68,,
a,Helton Leite,GOL,30,76,,Daniel Bragança,MC,22,75,,Z. Sanusi,LE,24,75,,Guilherme Schettine,ATA,25,71,,André Amaro,ZAG,18,67,,Tiago Ilori,ZAG,28,67,,Pedro Pelágio,MC VOL,21,67,,Welinton Júnior,ATA PE,28,67,,João Vigário,LE,25,67,,Pedro Marques,ATA,23,68,,G. Aburjania,MC VOL MEI,26,64,,R. Coly,LE,25,68,,T. Boni,ZAG VOL,21,65,,Pedro Amador,LE LE,22,66,,Joao Carlos,ATA,27,68,,
a,N. Radonjić,ME MD,25,75,,I. Slimani,ATA,33,75,,João Mário,LD,21,75,,Vitinha,ATA,21,70,,N. Janvier,MC,22,67,,P. Ntep,PE,28,67,,Clésio,PD PE,26,67,,A. Lazaar,LE ME,29,66,,Flávio,ZAG,27,67,,Alex Nascimento,ZAG,22,68,,Brian Araújo,GOL,21,64,,Thiago Rodrigues,GOL,25,67,,Danny Henriques,ZAG,23,65,,N. Jambor,MC VOL,25,65,,Pedro Justiniano,ZAG,22,67,,
a,Diogo Gonçalves,MD LD,24,75,,Bruno Tabata,PD PE,24,75,,Bruno Costa,MC,24,75,,Tiago Esgaio,LD LD ZAG,25,70,,Tomás Händel,VOL MC,20,67,,Tiago Morais,ATA,17,65,,Ricardinho,ATA,20,65,,Ricardo Matos,ATA,21,66,,Matchoi Djaló,PD PE MEI,18,66,,I. Zlobin,GOL,24,67,,Matheus Bueno,MEI MC,22,64,,David Bruno,LE LD,29,67,,Gonçalo Agrelos,PE LE,23,64,,Miguel Oliveira,GOL,27,65,,Fabio Vianna,LE ZAG,23,66,,
a,S. Meïté,MC VOL,27,75,,R. Battaglia,MC VOL,29,75,,Wilson Manafá,LD LE,26,75,,Lucas Mineiro,MC VOL,25,70,,Sílvio,LE LD,33,67,,Manuel Namora,ATA,23,64,,T. Söderström,LD LE,27,65,,W. Aponza,ATA,21,66,,Pedro Ganchas,ZAG,21,65,,Diogo Queirós,ZAG LD,22,67,,Guilherme Silva,ZAG LE,20,63,,R. Providence,PE PD ATA,19,67,,Braima Sambú,MC,20,63,,Gonçalo Franco,MC,20,64,,Michael Douglas,ZAG,26,66,,
a,André Almeida,LD,30,75,,Rúben Vinagre,LE LE,22,74,,Fábio Cardoso,ZAG,27,75,,Yan Couto,MD LD LD,19,69,,Geny Catamo,PD PE LD,20,65,,Luís Santos,PE PD,21,64,,Miguel Sousa,MEI,22,65,,Casagrande,ZAG VOL,22,65,,Nuno Lima,ZAG,20,64,,Bruno Rodrigues,PE ME,24,67,,Diogo Silva,ZAG,26,62,,Arthur Gomes,PD PE ATA,22,66,,Francisco Teixeira,MEI PD MD,23,63,,Derik Lacerda,ATA PE,21,64,,Daniel Rodriguez,MD MC PD ZAG,27,65,,
a,Jota,PE PD,22,74,,Tiago Tomás,ATA,19,74,,Wendell,LE,27,75,,Francisco Moura,ME LE,21,68,,D. Poha,MC,24,65,,Miguel Reisinho,MC,22,64,,Vitor Eudes,GOL,22,64,,João Veras,ATA,20,65,,Butzke,ATA MD,22,63,,C. Verdonk,LE,24,67,,Andrew,GOL,20,62,,Bernardo Vital,ZAG,20,66,,Rafa Santos,MC MEI,24,63,,G. Frimpong,LE LE,22,64,,Michel Lima,MEI,24,65,,
a,Florentino,VOL MC,21,74,,A. Šporar,ATA,27,74,,Toni Martínez,ATA,24,75,,Fabiano Souza,MD LD,21,67,,Gui,MC,19,64,,Tomás Reymão,MC VOL,22,64,,Kibe,ATA,21,64,,J. Da Costa,LD LD,25,65,,N. Koffi,ATA,19,62,,Alexandre Penetra,ZAG,19,66,,Boubacar Hanne,PD PE MEI,22,62,,Gilson Tavares,ATA ATA,19,66,,L. van der Gaag,ZAG,19,62,,Rúben Ramos,LD MC,22,63,,Isaac Drogba,ATA,21,63,,
a,Gonçalo Ramos,ATA ATA,20,74,,M. Ugarte,MC VOL,20,74,,Cláudio Ramos,GOL,29,74,,L. Hornicek,GOL,18,63,,Nélson da Luz,PE PD,23,64,,Pedro Malheiro,LD PD,20,63,,Rodrigo Andrade,MC,19,64,,Henrique Jocú,VOL,19,64,,A. Ibrahim,VOL MC,23,62,,David Tavares,MC MEI,22,65,,J. Calero,ATA,22,61,,J. Mina,MEI,19,64,,Tomás Castro,MEI MC,22,62,,Galego,MEI MC,24,62,,Dany Costa,ATA,21,62,,
a,Morato,ZAG,20,74,,I. Doumbia,MC VOL,23,72,,Diogo Leite,ZAG,22,74,,Rúben Fonseca,ATA,21,63,,Miguel Maga,LD,18,64,,João Gonçalves,GOL,20,63,,André Teles,MC VOL,24,63,,S. Kawasaki,PE ATA,20,63,,I. Vekič,GOL,23,62,,I. Dolček,ME LE,21,65,,João Caiado,MC,22,61,,L. Vega,MC MEI ATA,22,63,,Jójó,LD LD,20,62,,,,,,,Da Silva Guilherme,MD LD ZAG,21,62,,
a,Rodrigo Pinho,ATA,30,73,,Eduardo Quaresma,ZAG,19,71,,Nanu,LD MD,27,72,,Rodrigo Gomes,PD PE ATA,17,63,,Hélder Sá,LE,18,64,,J. De Santis,ATA,19,62,,M. Mosquera,ZAG,20,62,,Renato Júnior,ATA,19,63,,S. Silvera,MEI ATA,20,61,,Pedro Brazão,MD MEI,18,64,,,,,,,Volnei Feltes,ZAG,21,62,,J. van der Gaag,MEI,22,61,,,,,,,Tomas Costinha,PE ATA,21,60,,
a,Tomás Tavares,LD LE,20,73,,Eduardo Henrique,MC VOL,26,71,,Francisco Conceição,MD,18,72,,Miguel Falé,ATA PE ATA,17,63,,Iuri Tavares,PE,20,63,,,,,,,Pedro Teixeira,GOL,19,61,,Sana Gomes,LE,18,62,,N. Cervantes,MEI,18,60,,André Ricardo,MEI,20,63,,,,,,,Rodrigo Valente,MEI MC MD,20,62,,João Monteiro,GOL,20,60,,,,,,,Joao Milagres,VOL ZAG,19,59,,
a,Gil Dias,MD ME LE,24,73,,Renan Ribeiro,GOL,31,71,,Romário Baró,MEI PD,21,71,,Bruno Rodrigues,ZAG,20,62,,Herculano,ATA,17,63,,,,,,,,,,,,Bruno Reis,MC,21,62,,Edmilson Mendes,ATA,18,60,,J. Kadile,ME,18,63,,,,,,,,,,,,César Sousa,MEI MC,21,60,,,,,,,Ivan Pavlic,MEI MC,20,55,,
a,Chiquinho,MEI,25,73,,Gonçalo Esteves,LD LD,17,69,,Carraça,LD LD,28,71,,J. Gorby,VOL MC,18,62,,J. Maddox,MC MEI,22,62,,,,,,,,,,,,Paulo Estrela,VOL MC,22,61,,Luís Bastos,LE PE,19,60,,Dalberson,GOL,24,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,Nuno Santos,MC,22,72,,Rafael Camacho,PD PE,21,68,,M. Loum,VOL MC,24,71,,Guilherme Soares,ZAG,20,61,,A. Bencze,GOL,19,62,,,,,,,,,,,,,,,,,Jeimes Menezes,GOL,20,60,,Pablo Felipe,ATA,17,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,T. Ebuehi,LD,25,70,,Pedro Marques,ATA,23,68,,Rodrigo Conceição,LD,21,66,,E. Pizzuto,VOL MC,19,60,,Luís Esteves,MEI,23,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,João Ferreira,LD,20,69,,Joelson Fernandes,MD ME,18,68,,João Marcelo,ZAG,21,65,,Leonardo Buta,ME LE,19,60,,Mário Évora,GOL,22,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,Paulo Bernardo,MEI MC,19,68,,João Virgínia,GOL,21,67,,Francisco Meixedo,GOL,20,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,M. Svilar,GOL,21,68,,Tiago Ilori,ZAG,28,67,,D. Loader,ATA,20,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,I. Vukotić,VOL MC,22,67,,Nazinho,LE LE,17,66,,Gonçalo Borges,PD,20,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,Henrique Araújo,ATA,19,66,,Dário Essugo,VOL MC,16,65,,João Mendes,LE,21,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,Tiago Araújo,PE ME,20,66,,Geny Catamo,PD PE LD,20,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,Tiago Dantas,MC MEI,20,66,,André Paulo,GOL,24,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,Tomás Araújo,ZAG,19,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

