a,Rosenborg,,,,,Molde,,,,,Bodø/Glimt,,,,,Malmo,,,,,AIK,,,,,Hammarby,,,,,IFK Goteborg,,,,,Copenhague,,,,,Midtjylland,,,,,Brøndby,,,,,Aalborg,,,,,Randers,,,,,Odense Boldklub,,,,,Helsinki,,,,,
a,A. Andersson,LE LD,24,66,,J. Karlstrøm,GOL,24,66,,G. Koomson,PD,26,67,,M. Olsson,LE ZAG,33,70,,A. Björnström,LE LE,25,67,,M. Jeahze,LE ME,24,67,,A. Jallow,LD,23,65,,K. Babacar,ATA,28,71,,P. Sisto,PE ME,26,70,,K. Mensah,LE LD,30,67,,M. Højholt,VOL MC,20,67,,S. Piesinger,ZAG,29,67,,J. Thomasen,MC,25,64,,Jair,MC,26,64,,
a,J. Lund,GOL,22,66,,S. Mannsverk,VOL,19,66,,E. Hagen,MC VOL,21,67,,J. Knudsen,LE ZAG,28,69,,E. Ofori,MC VOL,26,67,,M. Fenger,ZAG VOL,30,66,,S. Eriksson,VOL MC LE,32,65,,K. Johnsson,GOL,31,71,,D. Høegh,ZAG,30,70,,K. Tshiembe,ZAG,24,66,,D. Granli,ZAG,27,67,,T. Klysner,MD ME,19,65,,T. Kløve,MC,30,64,,M. Martic,VOL MC,25,63,,
a,J. Augustinsson,LE ZAG,25,66,,Alex Craninx,GOL,25,66,,R. Espejord,ATA,25,66,,E. Larsson,LD,29,69,,P. Karlsson,ZAG,35,66,,S. Sandberg,LD MD,27,66,,G. Norlin,MD ME,24,63,,J. Stage,MC MD,24,71,,N. Dyhr,LE LE,20,69,,T. Mikkelsen,GOL,37,65,,M. Ross,ZAG,20,67,,S. Graves,ZAG,22,65,,H. Bernat,GOL,20,64,,J. Saksela,LD,28,62,,
a,V. Jensen,MEI,21,66,,M. Bolly,ME MD,30,65,,A. Konradsen,MC VOL,30,66,,J. Berget,PD,30,68,,Z. Elbouzedi,MD,23,65,,R. Magyar,ZAG,30,66,,A. Al-Ammari,MC,23,63,,L. Lerager,MC,27,70,,R. Onyedika,VOL MC,20,69,,H. Heggheim,ZAG,20,65,,G. Þórarinsson,LE LE MC,29,67,,F. Lauenborg,MC,24,64,,A. Okosun,MC,27,63,,F. Serrarens,ATA,30,61,,
a,R. Giampaoli,ZAG,21,65,,B. Hansen,ZAG,27,65,,M. Konradsen,MC LD,25,66,,L. Nielsen,ZAG,33,68,,J. Haugaard,GOL,29,65,,J. Nilsson,LD MD,26,64,,K. Yakob,ATA,20,59,,P. Ankersen,LD,30,70,,L. Pfeiffer,ATA,24,69,,C. Cappis,MC,21,64,,A. Hagelskjær,ZAG LE,24,66,,J. Lauridsen,LE,30,64,,N. Mickelson,LE LD,21,62,,S. Hostikka,PE PD,23,61,,
a,P. Vagić,ZAG VOL,21,64,,E. Andersen,MD ME,28,65,,J. Smits,GOL,28,66,,F. Beijmo,LD,23,67,,E. Ring,ME,19,64,,D. Widgren,LE ZAG,27,64,,E. Sorga,ATA PE,21,59,,P. Mukairu,ME ATA,21,69,,D. Cools,LD ZAG,25,69,,A. Pavlović,ATA,27,64,,A. Hansen,GOL,25,66,,M. Egho,ATA,27,64,,M. Ivančević,ZAG,22,62,,P. Soiri,PE PD,26,61,,
a,T. Børkeeiet,VOL MC ZAG,22,64,,R. Zekhnini,MD ME,23,65,,S. Sørli,PD,25,65,,E. Rakip,MC VOL,25,67,,B. Janošević,GOL,31,64,,E. Kurtulus,LD,21,64,,Bernardo Vilar,ZAG,23,58,,L. Singh,ME MD,23,69,,G. Isaksen,PD,20,69,,P. Bjur,LE,21,64,,Rufo,MEI ATA,28,65,,O. Bundgaard,LE,20,63,,S. Mandé,GOL,28,62,,B. Radulović,ATA,21,61,,
a,E. Tagseth,MC,20,64,,E. Breivik,VOL,21,65,,V. Boniface,ATA,20,64,,D. Hadžikadunić,ZAG,22,66,,J. Haliti,ZAG LD,24,61,,D. Blažević,GOL,28,62,,O. Vilhelmsson,ATA,17,58,,V. Kristiansen,LE,18,69,,S. Kaba,ATA,26,68,,C. Björk,ATA PE,21,63,,M. Christensen,VOL MC,23,64,,H. Andersson,ZAG,22,61,,R. Laursen,LD LD,29,62,,S. Väänänen,MC VOL,19,60,,
a,O. Skarsem,MC MEI PD,22,63,,M. Grødem,MEI MD,22,64,,J. Larsen,ZAG LD,21,62,,I. Diawara,GOL,26,66,,S. Brolin,GOL,20,60,,D. Collander,MD MC,19,62,,A. Benediktsson,GOL,18,56,,A. Amoo,MD,19,67,,M. Thychosen,ZAG,24,68,,F. Alves,ZAG,21,62,,T. Prica,ATA MD,19,62,,J. Kabongo,ZAG,23,61,,R. Østrøm,LD ZAG,18,60,,C. Terho,PD PE,18,60,,
a,R. Wiedesheim-Paul,ATA PE,22,63,,D. Fofana,ATA,18,64,,G. Vetti,MC,22,62,,A. Nalić,MEI PD ATA,23,66,,J. Mendes,LD MD,18,59,,O. Dovin,GOL,18,61,,F. Ambrož,MC,17,52,,M. Karamoko,ATA,21,67,,Júnior Brumado,ATA PE,22,68,,M. Divkovic,ATA,22,62,,K. Høgh,ATA,20,61,,A. Nybo,GOL,26,60,,M. Fenger,ATA PE,19,60,,J. Tånnander,GOL,20,60,,
a,S. Rogers,ZAG,22,61,,K. Haraldseid,LD,27,64,,J. Mvuka,PE,18,60,,M. Abubakari,ATA,21,65,,T. Strannegård,MEI ME,19,59,,W. Swedberg,MC ATA,17,61,,L. Kåhed,MEI,18,52,,Í. Jóhannesson,MC,18,67,,Marrony,PD ATA,22,67,,M. Kvistgaarden,ATA,19,59,,A. Ementa,ATA,19,59,,N. Brock-Madsen,ATA,28,60,,M. Hyllegaard,ATA,22,59,,Murilo,PE LE,25,60,,
a,O. Sæter,ATA,25,60,,M. Kaasa,MC,23,64,,S. Tounekti,ME,18,60,,M. Chaluš,ZAG,23,65,,Y. Ayari,MC,17,58,,M. Lahdo,PD PE,18,58,,A. Nygaard,ATA,19,52,,M. Oikonomou,ZAG,28,66,,E. Ólafsson,GOL,21,67,,Y. Salech,ATA,19,55,,T. Sander,GOL,16,58,,J. Dakir,GOL,24,59,,J. Breum,PD PE,17,57,,A. Olusanya,ATA PE,21,59,,
a,B. Fiabema,ATA,18,57,,E. Haugan,ZAG,23,63,,I. Amundsen,ZAG,21,59,,M. Antonsson,ATA,30,64,,J. Ceesay,MC ZAG,19,58,,S. Selin,GOL,18,57,,H. Carneil,PE,18,52,,W. Bøving,ME,18,65,,A. Mabil,PE PD,25,67,,R. Wikström,ZAG,20,55,,C. Gedsted,LD,19,57,,M. Andersson,ZAG,23,59,,J. Khemdee,ZAG,19,55,,M. Peltola,ZAG VOL LD,18,57,,
a,S. Tangvik,GOL,18,55,,E. Knudtzon,LD MD,32,63,,L. Nordås,ATA,19,59,,S. Nanasi,MEI PE,19,63,,A. Ahmed Fatah,ME,17,57,,J. Erabi,ATA,18,56,,G. Lillienberg,GOL,17,52,,M. Kaufmann,ATA,20,64,,E. Chilufya,PD PE,21,67,,J. Ægidius,GOL,19,54,,O. Ross,ATA,16,56,,F. Bundgaard,MD ATA,16,56,,M. Brems,LE LE,19,54,,M. Ylitolva,LD,17,55,,
a,H. Røsten,ZAG,16,54,,O. Petersen,GOL,19,61,,S. Kvile,ZAG,21,58,,R. Gall,PE,26,63,,H. Atola,ATA,19,57,,,,,,,J. Bångsbo,ZAG,18,51,,B. Oviedo,LE,31,63,,Charles,MC VOL,25,66,,J. Singh,ATA MEI,20,54,,V. Prijović,ZAG,19,55,,M. Enggård,MC,17,53,,C. Vestergaard,ZAG,20,53,,S. Anini Jr,PE PD,18,55,,
a,,,,,,J. Bakke,MC VOL,17,56,,A. Tjærandsen-Skau,MC,20,56,,S. Adrian,MC VOL,23,59,,S. Collins,ZAG MC,17,56,,,,,,,T. van Assema,ZAG,19,51,,A. Baldursson,MC,19,61,,B. Kraev,MEI,24,66,,,,,,,,,,,,J. Kudsk,ZAG,18,52,,T. Ibrahimagić,MC MEI,20,52,,A. Hoskonen,ZAG LD,24,55,,
a,,,,,,M. Løvik,LE,17,55,,M. Andersen,GOL,20,56,,A. Damnjanovic Nilsson,MC,18,56,,B. Kimpioka,MD ME,21,56,,,,,,,,,,,,H. Haraldsson,MEI,18,59,,N. Madsen,VOL MC,21,65,,,,,,,,,,,,,,,,,M. Nielsen,GOL,16,50,,M. Niemelä,GOL,19,55,,
a,,,,,,N. Ødegård,VOL MD,17,54,,F. Sjøvold,MC,17,55,,N. Eile,ZAG,18,56,,,,,,,,,,,,,,,,,E. Jelert,LD,18,59,,V. Torp,MEI MC ATA,21,65,,,,,,,,,,,,,,,,,,,,,,J. Yli-Kokko,MEI,19,53,,
a,,,,,,,,,,,B. Johnsplass,LD,17,54,,M. Nuh,MD,19,55,,,,,,,,,,,,,,,,,J. Guadagno,GOL,18,53,,D. Ousted,GOL,36,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,A. Mujanic,MC,20,55,,,,,,,,,,,,,,,,,,,,,,V. Lind,ATA,18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,P. Sejdiu,PD,21,54,,,,,,,,,,,,,,,,,,,,,,P. Ortiz,ZAG LE,21,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,D. Edvardsson,MC VOL,19,53,,,,,,,,,,,,,,,,,,,,,,F. Heiselberg,ATA,18,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Thompson,GOL,22,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Fraulo,MC,17,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V. Birksø,GOL,20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

