a,Shanghai SIPG,,,,,,,Ghuangzhou,,,,,,,Shandong Luneng,,,,,,,Beijing Guoan FC,,,,,,,Shanghai Shenhua,,,,,,,Pohang Steelers,,,,,,,Jeonbuk Hyundai,,,,,,,FC Seoul,,,,,,,Suwon Samsung,,,,,,,Ulsan Hyundai,,,,,,,Incheon United,,,,,,,Buriram United,,,,,,,FC Goa,,,,,,,Mumbai City,,,,,,,
a,Wenjun Lu,ATA MEI,33,70,China,wiki/65947.jpg,,Shilong Wang,ZAG,21,57,China,wiki/missing_player.jpg,,Binbin Liu,MEI,29,70,China,wiki/57145.jpg,,Wang Gang,LD MD,32,65,China PR,/199/088/22_60.png,,Zhu Baojie,MEI ME MC,31,62,China PR,/222/282/22_60.png,,Sang-Min Sim,LE ZAG,29,69,South Korea,wiki/76885.jpg,,Lee Yong,LD,34,69,South Korea,/200/577/22_60.png,,Ji Dong Won,ATA ME,30,65,South Korea,/199/266/22_60.png,,Kim Tae Hwan,LD MD,21,65,South Korea,/247/667/22_60.png,,Dong-Gyeong Lee,MEI MC,24,73,South Korea,wiki/95686.png,,Song Si Woo,ATA MD,27,65,South Korea,/233/581/22_60.png,,Siwarak Tedsungnoen,GOL,38,70,Thailand,wiki/55550.jpg,,A. Ali,ZAG,20,56,India,/253/669/22_60.png,,J. Singh,MD,29,58,India,/228/198/22_60.png,,
a,Hai Yu,MD ME ZAG,35,69,China,wiki/22411.jpg,,Yu Hou,ZAG,21,57,China,wiki/missing_player.jpg,,Yang Liu,LE LE,27,70,China,wiki/missing_player.jpg,,Jin Taiyan,LE LD,31,64,China PR,/222/299/22_60.png,,Bi Jinhao,ZAG ATA,30,62,China PR,/224/677/22_60.png,,Soo-Bin Lee,MC MD,22,68,South Korea,wiki/missing_player.jpg,,Moon Seon Min,MD PD,29,69,South Korea,/229/694/22_60.png,,Han Seung Gyu,MEI MC MD,24,65,South Korea,/237/098/22_60.png,,Ryu Seung Woo,MEI MC ME,27,64,South Korea,/221/383/22_60.png,,Myong-Jin Koh,MC MEI MD,34,73,South Korea,wiki/31113.jpg,,Kim Jun Yub,LD LD,33,65,South Korea,/202/949/22_60.png,,Ayub Masika,ATA ATA,29,70,Kenya,wiki/55144.png,,P. Rebello,VOL MEI,22,55,India,/253/722/22_60.png,,R. Fernandes,MD MC,25,57,India,/248/180/22_60.png,,
a,Binbin Chen,ATA MEI,24,69,China,wiki/90043.png,,Quanjiang Chen,MC ZAG,21,57,China,wiki/missing_player.jpg,,Pedro Delgado,MEI MC,25,70,China,wiki/84689.png,,Yu Dabao,ZAG ATA,33,64,China PR,/183/997/22_60.png,,Yang Xu,ATA,33,62,China PR,/182/427/22_60.png,,Yong-Joon Heo,ATA ATA,29,68,South Korea,wiki/missing_player.jpg,,Kim Moon Hwan,LD MD,25,67,South Korea,/244/800/22_60.png,,Park Dong Jin,ATA LD ZAG,26,64,South Korea,/233/279/22_60.png,,Yeom Ki Hun,MC PE ATA,38,64,South Korea,/176/348/22_60.png,,Won-Sang Um,PE ATA,23,72,South Korea,wiki/104862.png,,Lee Ju Yong,LE,28,64,South Korea,/221/859/22_60.png,,Pansa Hemviboon,ZAG,31,68,Thailand,wiki/95188.png,,S. Gama,LE ME,24,55,India,/248/294/22_60.png,,M. Nawaz,GOL,21,56,India,/248/292/22_60.png,,
a,Zhen Wei,ZAG,25,68,China,wiki/missing_player.jpg,,Zhengfeng Chen,MC,21,57,China,wiki/missing_player.jpg,,Tianyu Guo,ATA,23,70,China,wiki/86031.png,,Guo Quanbo,GOL,23,62,China PR,/240/704/22_60.png,,Jin Yangyang,ZAG,28,61,China PR,/225/739/22_60.png,,Gi-Pyo Kwon,MD LD MEI ZAG,24,67,South Korea,wiki/missing_player.jpg,,Choi Chul Soon,LE LD,34,67,South Korea,/176/346/22_60.png,,Yoon Jong Gyu,LD MD,23,64,South Korea,/237/965/22_60.png,,Jeong Seung Won,MC MD,24,64,South Korea,/234/264/22_60.png,,Yong-Woo Park,MC MD,28,72,South Korea,wiki/80351.jpg,,Kim Chang Soo,LD ZAG,35,63,South Korea,/176/368/22_60.png,,Diego Bardanca,ZAG,29,67,Filipinas,wiki/100014.png,,A. Singh Kiyam,MC VOL LD,20,55,India,/250/856/22_60.png,,V. Rai,VOL,23,56,India,/233/525/22_60.png,,
a,Shiyuan Yang,MD MC LD,28,68,China,wiki/76632.jpg,,Yang Li,ZAG,24,57,China,wiki/missing_player.jpg,,Xinghan Wu,PE ATA,29,70,China,wiki/57146.jpg,,Hou Sen,GOL,32,62,China PR,/191/528/22_60.png,,Qin Sheng,ZAG MC VOL,34,61,China PR,/182/094/22_60.png,,Gwang-Jun Lee,ZAG,26,67,South Korea,wiki/missing_player.jpg,,Yun Young Sun,ZAG,32,67,South Korea,/199/238/22_60.png,,Hwang Hyun Soo,ZAG,25,64,South Korea,/222/660/22_60.png,,S. Grønning,ATA,24,63,Denmark,/234/631/22_60.png,,Young-Woo Seol,MD MD ZAG,23,72,South Korea,wiki/111366.png,,Lee Tae Hee,GOL,26,63,South Korea,/222/600/22_60.png,,Chitipat Tanklang,ZAG,30,66,Thailand,wiki/94822.png,,N. Naorem,ME PE,21,54,India,/258/449/22_60.png,,A. Ranawade,LD,23,55,India,/253/726/22_60.png,,
a,Huikang Cai,MC MD,32,68,China,wiki/65944.jpg,,Jianzhi Zhang,GOL,22,55,China,wiki/missing_player.jpg,,Tong Wang,MD MC LD,29,70,China,wiki/57144.jpg,,Zou Dehai,GOL,28,62,China PR,/222/438/22_60.png,,Zhu Jianrong,ATA,29,61,China PR,/238/104/22_60.png,,Pyung-Gook Yoon,GOL,30,67,South Korea,wiki/86135.jpg,,Song Bum Keun,GOL,23,67,South Korea,/238/570/22_60.png,,Jung Won Jin,MC,26,64,South Korea,/233/160/22_60.png,,Oh Hyun Gyu,ATA PD,20,63,South Korea,/248/712/22_60.png,,Sung-Jun Kim,MC MEI MD,34,70,South Korea,wiki/40296.jpg,,Jeong Hyuk,MC VOL,35,62,South Korea,/191/669/22_60.png,,Sasalak Haiprakhon,MD LE ZAG,26,66,Thailand,wiki/97646.png,,A. Dohling,ZAG LD,25,54,India,/253/035/22_60.png,,V. Murthy,LE ME,23,55,India,/248/197/22_60.png,,
a,Xin Xu,MC MD,28,68,China,wiki/74504.jpg,,Junhao Wu,MC,17,55,China,wiki/116654.png,,Junshuai Liu,ZAG,27,68,China,wiki/missing_player.jpg,,Wang Ziming,ATA,24,61,China PR,/242/276/22_60.png,,Bai Jiajun,LE,30,60,China PR,/222/197/22_60.png,,Young-Jun Goh,MEI,20,67,South Korea,wiki/missing_player.jpg,,Kim Jin Gyu,MC MEI,24,66,South Korea,/227/659/22_60.png,,Lim Min Hyuk,MEI MC,24,63,South Korea,/233/560/22_60.png,,Park Hyeong Jin,ZAG ME,31,62,South Korea,/242/925/22_60.png,,Kyu-Seong Lee,MEI MC,28,70,South Korea,wiki/80495.jpg,,Lee Dong Su,MC VOL LE,27,62,South Korea,/233/772/22_60.png,,Suphanat Mueanta,ATA ATA,19,66,Thailand,wiki/103388.png,,R. Tlang,MD ME,26,54,India,/248/334/22_60.png,,P. Lachenpa,GOL,23,53,India,/259/729/22_60.png,,
a,Shenglong Li,ATA MEI,29,68,China,wiki/70121.jpg,,Jie Ling,ATA MEI,19,55,China,wiki/missing_player.jpg,,Long Song,VOL LE,32,67,China,wiki/57209.jpg,,Jin Pengxiang,ZAG LD,31,60,China PR,/222/179/22_60.png,,Zhang Lu,MD LD,33,59,China PR,/224/731/22_60.png,,Ji-Min Kim,ATA MEI,29,66,South Korea,wiki/71872.jpg,,Lee You Hyeon,LD MD,24,65,South Korea,/238/089/22_60.png,,Lee Sang Min,ZAG,23,63,South Korea,/238/574/22_60.png,,Koo Dae Young,LD MD,29,62,South Korea,/221/836/22_60.png,,Min-Jun Kim,ATA MEI,22,70,South Korea,wiki/missing_player.jpg,,Kim Dae Jung,ZAG ATA,28,62,South Korea,/222/051/22_60.png,,Piyaphon Phanichakul,MC LD,34,66,Thailand,wiki/61045_1350507058.jpg,,M. Chothe,MD ATA ME,21,53,India,/257/684/22_60.png,,M. Rakip,LD,21,53,India,/247/631/22_60.png,,
a,Huachen Zhang,MC MD,24,67,China,wiki/90037.png,,Xingxian Li,ATA,17,55,China,wiki/116658.png,,Liuyu Duan,MEI,23,67,China,wiki/103378.png,,Cao Yongjing,MEI ME ATA,24,59,China PR,/228/047/22_60.png,,Wen Jiabao,LE LE,22,59,China PR,/240/393/22_60.png,,Jin-Hyun Kim,MEI,22,64,South Korea,wiki/missing_player.jpg,,Ryu Jae Moon,VOL MC,27,64,South Korea,/228/461/22_60.png,,Cho Ji Hun,MC VOL,31,62,South Korea,/202/975/22_60.png,,Lee Jong Sung,MC VOL ZAG,28,62,South Korea,/202/977/22_60.png,,Myung-Jae Lee,LE,28,70,South Korea,wiki/76952.jpg,,Kim Bo Seop,PD ATA,23,61,South Korea,/237/027/22_60.png,,Ratthanakorn Maikami,MD MC LD,24,65,Thailand,wiki/missing_player.jpg,,M. Nemil,MEI,19,53,India,/264/599/22_60.png,,V. Singh,MD ATA ME,19,53,India,/259/727/22_60.png,,
a,Rui Yu,VOL ZAG,29,65,China,wiki/69938.jpg,,,,,,,,,Lin Dai,LD,34,65,China,wiki/50195.jpg,,Liu Huan,LE,32,59,China PR,/241/298/22_60.png,,Qian Jiegei,MC VOL,29,59,China PR,/193/713/22_60.png,,Ryun-Sung Kim,LE ZAG,20,62,South Korea,wiki/missing_player.jpg,,Choi Bo Kyung,ZAG,33,64,South Korea,/202/966/22_60.png,,Lee Tae Suk,LE,18,59,South Korea,/261/063/22_60.png,,Go Myeong Seok,ZAG LD,25,61,South Korea,/240/186/22_60.png,,Chu-Young Park,ATA ATA,36,70,South Korea,wiki/13439.jpg,,Kim Dong Min,ZAG LE,26,61,South Korea,/238/351/22_60.png,,Nattapon Malapun,LD,28,65,Thailand,wiki/95062.png,,M. Ali,ZAG,28,53,India,/248/293/22_60.png,,H. Singh,LE LD,21,53,India,/264/499/22_60.png,,
a,Yi Zhang,MC,28,65,China,wiki/76634.jpg,,,,,,,,,Kerui Chen,MEI,26,65,China,wiki/missing_player.jpg,,Gao Tianyi,MC ME,23,56,China PR,/241/418/22_60.png,,Sun Shilin,MC VOL,32,57,China PR,/222/294/22_60.png,,Seok-Gyu Lee,MEI,22,59,South Korea,wiki/missing_player.jpg,,Koo Ja Ryong,ZAG,29,64,South Korea,/212/018/22_60.png,,Lee Han Beom,ZAG,19,58,South Korea,/261/062/22_60.png,,Park Dae Won,ZAG LE,23,61,South Korea,/252/277/22_60.png,,Su-Hyuk Cho,GOL,35,69,South Korea,wiki/44322.jpg,,Kim Dae Gyeong,MD ME LE,29,61,South Korea,/212/438/22_60.png,,Supachai Jaided,ATA ATA,23,64,Thailand,wiki/94730.png,,D. Murgaonkar,ATA ME,22,53,India,/259/137/22_60.png,,M. Singh,ZAG LD,23,53,India,/259/730/22_60.png,,
a,Jia Du,GOL,29,65,China,wiki/77238.jpg,,,,,,,,,Chi Zhang,MC,34,65,China,wiki/23010.jpg,,Liu Guobo,ATA MD,21,53,China PR,/242/696/22_60.png,,Jiang Shenglong,ZAG VOL MC,20,55,China PR,/245/040/22_60.png,,Ho-Jae Lee,ATA,21,59,South Korea,wiki/missing_player.jpg,,Lee Ju Yong,LE,28,64,South Korea,/221/859/22_60.png,,Kang Seong Jin,PD,18,57,South Korea,/261/401/22_60.png,,Jeon Jin Woo,PE ATA,21,61,South Korea,/242/004/22_60.png,,Mark Koszta,ATA MEI,25,69,Hungary,wiki/79152.png,,Moon Chang Jin,MC MEI MD,27,61,South Korea,/208/304/22_60.png,,Aung Thu,MEI,26,60,Mianmar,wiki/95055.png,,N. Kumar,GOL,31,53,India,/248/291/22_60.png,,Valpuia,ZAG,21,52,India,/254/092/22_60.png,,
a,Wei Zhang,MD LE ZAG,29,64,China,wiki/76633.jpg,,,,,,,,,Rongze Han,GOL,29,65,China,wiki/missing_player.jpg,,Liang Shaowen,ZAG ATA,19,52,China PR,/253/738/22_60.png,,He Longhai,MD PD,19,54,China PR,/261/929/22_60.png,,Kyung-Ho Roh,MEI MC,21,57,South Korea,wiki/missing_player.jpg,,Lee Bum Soo,GOL,30,63,South Korea,/204/725/22_60.png,,Kim Shin Jin,ATA,19,55,South Korea,/266/197/22_60.png,,Han Seok Hee,ATA PD,25,60,South Korea,/252/049/22_60.png,,Ho Lee,MC MD,37,67,South Korea,wiki/13445.jpg,,Hong Si Hoo,ATA PE,20,60,South Korea,/256/685/22_60.png,,,,,,,,,S. Pereira,LE,23,52,India,/257/688/22_60.png,,T. Singh,VOL,22,51,India,/265/558/22_60.png,,
a,Ablahan Haliq,MC MEI MD,21,62,China,wiki/missing_player.jpg,,,,,,,,,Tianyu Qi,MC MD,29,65,China,wiki/missing_player.jpg,,Bai Yang,ZAG,23,51,China PR,/261/886/22_60.png,,Zhu Yue,LD ZAG,20,53,China PR,/261/930/22_60.png,,Do-Yoon Choi,MD LE ZAG,21,57,South Korea,wiki/missing_player.jpg,,Jang Yun Ho,MC VOL,24,63,South Korea,/227/982/22_60.png,,Cha Oh Yeon,ZAG MC,23,53,South Korea,/255/547/22_60.png,,Yang Sang Min,ZAG LE,37,60,South Korea,/165/880/22_60.png,,In-Pyo Oh,MEI,25,67,South Korea,wiki/101168.png,,Kim Joon Beom,MC,23,59,South Korea,/243/173/22_60.png,,,,,,,,,L. D'Cunha,LD MC,23,51,India,/257/685/22_60.png,,R. Kumar,GOL,27,51,India,/248/150/22_60.png,,
a,Wenjie Lei,MEI MC,25,62,China,wiki/missing_player.jpg,,,,,,,,,Songyi Li,LD,29,65,China,wiki/57140.jpg,,Ruan Qilong,ZAG,20,50,China PR,/261/889/22_60.png,,Wang Yi,LE LD,23,52,China PR,/264/029/22_60.png,,Sung-Hoon Cho,GOL,24,57,South Korea,wiki/missing_player.jpg,,Lee Keun Ho,ATA PD,25,62,South Korea,/242/101/22_60.png,,Baek Jong Beom,GOL,20,51,South Korea,/252/658/22_60.png,,Park Ji Min,GOL,21,60,South Korea,/243/242/22_60.png,,Hyun-Woo Kim,VOL ZAG,23,67,South Korea,wiki/100415.png,,Kang Yun Koo,LE LE,28,59,South Korea,/245/075/22_60.png,,,,,,,,,Papuia,ZAG,21,51,India,/265/461/22_60.png,,C. Horam,MEI MD,19,50,India,/265/559/22_60.png,,
a,Wei Chen,GOL,24,62,China,wiki/missing_player.jpg,,,,,,,,,Yuan Cheng,ATA,28,64,China,wiki/77258.jpg,,Gao Jian,ATA,19,49,China PR,/261/891/22_60.png,,Wang Haijian,MC,20,50,China PR,/251/110/22_60.png,,Jun-Ho Kim,MEI MC,19,57,South Korea,wiki/missing_player.jpg,,Hwang ByeongGeun,GOL,27,60,South Korea,/228/526/22_60.png,,Kim Jin Sung,MC,21,51,South Korea,/255/548/22_60.png,,Kang Hyun Muk,MC ATA,20,60,South Korea,/254/934/22_60.png,,Jong-Eun Lim,ZAG,32,65,South Korea,wiki/40285.jpg,,Kim Dong Heon,GOL,24,58,South Korea,/252/659/22_60.png,,,,,,,,,C. Davis,MC VOL,22,50,India,/265/462/22_60.png,,P. Bhumij,ME MD,22,50,India,/248/206/22_60.png,,
a,Haisheng Gao,MC,25,60,China,wiki/missing_player.jpg,,,,,,,,,Pu Chen,PE ATA,25,62,China,wiki/missing_player.jpg,,Li Boxi,ATA,20,49,China PR,/261/888/22_60.png,,Ma Zhen,GOL,23,49,China PR,/250/978/22_60.png,,Ji-Yong Lee,ATA MEI,23,57,South Korea,wiki/missing_player.jpg,,Park Jin Sub,MC ZAG,25,58,South Korea,/243/673/22_60.png,,Kang Sang Hee,ZAG,23,51,South Korea,/255/549/22_60.png,,Kim Sang Jun,MC ZAG,19,55,South Korea,/252/709/22_60.png,,Ju-Hwan Seo,GOL,22,57,South Korea,wiki/missing_player.jpg,,Lee Kang Hyeon,MC VOL,22,53,South Korea,/260/497/22_60.png,,,,,,,,,D. Fernandes,MEI MC,20,49,India,/265/463/22_60.png,,A. Khan,MEI,20,49,India,/254/232/22_60.png,,
