a,Heidenheim,,,,,,,Jahn Regensburg,,,,,,,Duisburg,,,,,,,Eintracht Braunschweig,,,,,,,Saarbrücken,,,,,,,
a,D. Burnić,MC,23,68,Germany,/228/082/22_60.png,,T. Kirschbaum,GOL,34,68,Germany,/182/743/22_60.png,,M. Knoll,VOL ZAG,30,63,Germany,/202/106/22_60.png,,M. Kobylański,MEI MC,27,65,Poland,/204/044/22_60.png,,L. Kerber,VOL MC,19,65,Germany,/260/369/22_60.png,,
a,R. Leipertz,MD ATA,28,68,Germany,/211/736/22_60.png,,S. Nachreiner,ZAG,32,68,Germany,/209/194/22_60.png,,O. Steurer,ZAG,26,63,Germany,/241/993/22_60.png,,M. Multhaup,MD LD MEI,24,65,Germany,/224/662/22_60.png,,D. Gnaase,VOL,24,64,Germany,/229/285/22_60.png,,
a,J. Föhrenbach,LE,25,68,Germany,/229/277/22_60.png,,D. Otto,ATA,22,67,Germany,/242/183/22_60.png,,J. Coppens,GOL,30,63,Belgium,/184/148/22_60.png,,D. Wiebe,LD ZAG VOL,27,65,Germany,/238/563/22_60.png,,P. Krätschmer,LE ZAG ME,24,64,Germany,/256/296/22_60.png,,
a,M. Malone,ME MD,20,67,Germany,/251/431/22_60.png,,S. Kennedy,ZAG,24,67,Canada,/258/361/22_60.png,,M. Bakalorz,VOL MC ZAG,31,63,Germany,/203/979/22_60.png,,L. Schlüter,LE,29,65,Germany,/243/739/22_60.png,,R. Scheu,MD ATA MC,26,64,Germany,/238/923/22_60.png,,
a,V. Eicher,GOL,30,67,Germany,/200/466/22_60.png,,J. Elvedi,ZAG,24,67,Switzerland,/256/705/22_60.png,,L. Kwadwo,LE ME,24,62,Germany,/251/400/22_60.png,,B. Girth,ATA,29,64,Germany,/238/938/22_60.png,,B. Thoelke,ZAG,29,64,Germany,/205/096/22_60.png,,
a,D. Thomalla,ATA MEI ATA,28,67,Germany,/200/954/22_60.png,,A. Yıldırım,MD,26,67,Germany,/244/085/22_60.png,,S. Velkov,ZAG,24,62,Bulgaria,/255/211/22_60.png,,E. Peña Zauner,MEI ME,21,64,Venezuela,/251/075/22_60.png,,J. Steinkötter,ATA PE,21,63,Germany,/241/277/22_60.png,,
a,A. Geipl,VOL,29,67,Germany,/213/644/22_60.png,,C. Moritz,VOL MC,31,67,Germany,/194/089/22_60.png,,A. Bakir,MEI MD ATA,20,62,Germany,/244/140/22_60.png,,P. Strompf,ZAG,23,63,Germany,/264/442/22_60.png,,B. Uaferro,ZAG VOL,29,63,Germany,/199/479/22_60.png,,
a,K. Kerschbaumer,MC,29,67,Austria,/227/235/22_60.png,,J. Zwarts,ATA PE PD,22,66,Netherlands,/246/613/22_60.png,,T. Fleckstein,ZAG,22,62,Germany,/244/000/22_60.png,,S. Müller,ME MD MEI,20,63,Germany,/255/072/22_60.png,,A. Groiß,VOL,23,63,Germany,/245/719/22_60.png,,
a,M. Biankadi,MD MEI MC,26,67,Germany,/239/703/22_60.png,,J. Beste,MEI MD LE,22,66,Germany,/240/451/22_60.png,,V. Gembalies,ZAG,21,61,Germany,/247/755/22_60.png,,J. Consbruch,MEI ME MD,19,63,Germany,/252/125/22_60.png,,D. Becker,ZAG LD,21,63,Germany,/265/783/22_60.png,,
a,F. Pick,ME MEI,25,67,Germany,/237/635/22_60.png,,K. Caliskaner,ATA,21,66,Germany,/257/172/22_60.png,,D. Volkmer,ZAG,25,61,Germany,/238/780/22_60.png,,Y. Otto,MEI MC,22,62,Germany,/244/076/22_60.png,,M. Müller,LE MC,29,62,Germany,/257/058/22_60.png,,
a,S. Schimmer,ATA,27,66,Germany,/239/078/22_60.png,,C. Boukhalfa,MC,22,65,Germany,/258/784/22_60.png,,N. Bretschneider,LE,21,61,Germany,/257/532/22_60.png,,I. May,VOL,23,61,Germany,/256/218/22_60.png,,J. Hawkins,PD,20,60,United States,/256/877/22_60.png,,
a,M. Rittmüller,LD,22,65,Germany,/257/332/22_60.png,,C. Makridis,MEI ATA,24,65,Germany,/253/694/22_60.png,,R. Ndualu,PD PE,21,60,Germany,/262/905/22_60.png,,L. Görlich,LD,21,61,Germany,/262/933/22_60.png,,M. Johnen,GOL,18,59,Germany,/261/449/22_60.png,,
a,T. Siersleben,ZAG LE,21,65,Germany,/258/812/22_60.png,,K. Faber,LD MD MEI,23,64,Germany,/263/061/22_60.png,,C. Ekene,ATA MD,21,60,Germany,/244/370/22_60.png,,Y. Bangsow,GOL,23,60,Germany,/244/073/22_60.png,,J. Hupe,GOL,21,58,Germany,/253/410/22_60.png,,
a,G. Mollo,ATA,20,60,Italy,/257/184/22_60.png,,A. Weidinger,GOL,24,63,Germany,/240/218/22_60.png,,J. Hettwer,ATA MD,18,60,Germany,/259/627/22_60.png,,F. Hartmann,ATA ME,20,60,Germany,/246/401/22_60.png,,M. Köhl,ATA PD PE,20,55,Germany,/257/053/22_60.png,,
a,M. Ramusović,VOL,20,60,Bosnia,/257/181/22_60.png,,K. Kunz,GOL,29,63,Germany,/238/699/22_60.png,,C. Jander,MC,18,57,Germany,/266/422/22_60.png,,J. Kleeberg,LE,19,56,Germany,/262/223/22_60.png,,F. Recktenwald,LD VOL,18,54,Germany,/262/915/22_60.png,,
a,P. Tschernuth,GOL,19,59,Austria,/262/922/22_60.png,,A. Becker,ATA,24,63,Brazil,/257/236/22_60.png,,R. Schabbing,GOL,19,55,Germany,/262/995/22_60.png,,J. Bauer,GOL,21,56,Germany,/266/383/22_60.png,,L. Dupré,GOL,17,53,Germany,/267/878/22_60.png,,
a,F. Feller,GOL,17,59,Germany,/266/641/22_60.png,,T. Baack,VOL ZAG LD,22,62,Germany,/229/184/22_60.png,,M. Braune,GOL,18,54,Germany,/265/763/22_60.png,,L. Schulze-Kökelsum,GOL,19,54,Germany,/261/968/22_60.png,,,,,,,,,
a,T. Seifert,ZAG,19,59,Germany,/262/923/22_60.png,,B. Zempelin,MC,21,57,Germany,/259/670/22_60.png,,L. Nikolai,LD LE,18,53,Germany,/265/790/22_60.png,,E. Kischka,MC,19,53,Germany,/264/360/22_60.png,,,,,,,,,
a,J. Stark,MC,20,59,Germany,/257/183/22_60.png,,L. Schröder,ZAG VOL,19,57,Germany,/266/638/22_60.png,,,,,,,,,,,,,,,,,,,,,,,
a,M. Arslan,MEI,17,58,Germany,/266/642/22_60.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

