a,Melbourne Victory,,,,,,,Sydney FC,,,,,,,Melbourne City,,,,,,,Western Sydney Wanderers,,,,,,,Adelaide United,,,,,,,Auckland City,,,,,,,
a,L. Broxham,ZAG VOL LE,34,63,Australia,/181/010/23_60.png,,P. Yazbek,VOL MC,20,63,Australia,/261/875/23_60.png,,T. Glover,GOL,24,63,Australia,/232/110/23_60.png,,R. Najjarine,ME MD MEI,22,63,Australia,/240/650/23_60.png,,B. Warland,ZAG,25,61,Australia,/225/051/23_60.png,,Ryan de Vries,ATA MEI,31,67,New Zealand,wiki/74248.png,,
a,N. Konstandopoulos,MC,26,61,Australia,/221/528/23_60.png,,T. Heward-Belle,GOL,25,61,Australia,/231/682/23_60.png,,C. Talbot,LD LE,21,60,Australia,/260/004/23_60.png,,T. Antonis,MC,28,63,Australia,/200/535/23_60.png,,A. Popović,ZAG,19,61,Australia,/264/070/23_60.png,,Henry Hore,ATA ATA,23,66,Australia,wiki/117970.png,,
a,S. Nigro,LD LE,25,61,Australia,/231/310/23_60.png,,C. O'Toole,LE,24,61,Australia,/233/932/23_60.png,,T. Gomulka,VOL MC,20,59,Australia,/257/348/23_60.png,,T. Beadling,VOL ZAG,26,62,England,/225/467/23_60.png,,Bernardo,MD,18,59,Australia,/264/072/23_60.png,,Dylan Manickum,ATA MEI,30,65,New Zealand,wiki/123245.png,,
a,M. Acton,GOL,30,61,Australia,/209/895/23_60.png,,P. Wood,ATA,19,60,Australia,/259/629/23_60.png,,J. Bos,LE ME,19,59,Australia,/260/521/23_60.png,,R. Tongyik,ZAG,25,62,Australia,/231/678/23_60.png,,G. Blackwood,ATA MEI,25,59,Australia,/225/756/23_60.png,,Conor Tracey,GOL,25,65,New Zealand,wiki/123246.png,,
a,G. Timotheou,ZAG,24,60,Australia,/226/504/23_60.png,,A. Parsons,PD PE,22,59,Australia,/261/948/23_60.png,,J. Hall,ZAG,24,57,England,/264/358/23_60.png,,K. Yengi,ATA,23,61,Australia,/253/383/23_60.png,,J. Cavallo,LE VOL,22,59,Australia,/245/509/23_60.png,,Sam Brotherton,LE,26,65,New Zealand,wiki/123243.png,,
a,N. Smith,LE ME,21,59,Australia,/255/941/23_60.png,,A. Segecic,PE MEI,18,58,Australia,/262/748/23_60.png,,M. Sutton,GOL,22,55,Australia,/242/086/23_60.png,,D. Wilmering,LE,21,60,Australia,/247/836/23_60.png,,H. Van der Saag,LD,22,57,Australia,/253/401/23_60.png,,Adam Mitchell,VOL ZAG,26,65,New Zealand,wiki/87243.png,,
a,N. Velupillay,ME MD,21,58,Australia,/262/039/23_60.png,,J. Kucharski,ATA MEI,20,57,Australia,/272/323/23_60.png,,K. Stokes,ZAG LD,19,55,Australia,/260/553/23_60.png,,C. Nieuwenhof,VOL MC,21,57,Australia,/257/890/23_60.png,,J. Yull,MEI,17,53,Australia,/260/630/23_60.png,,Carlo Armiento,ATA MEI,23,65,Australia,wiki/100126.png,,
a,L. Pršo,MEI VOL,21,57,Australia,/260/771/23_60.png,,A. Pavlesic,GOL,19,56,Australia,/257/892/23_60.png,,R. Borges Rodrigues,PE ATA,18,54,Australia,/253/403/23_60.png,,A. Lopane,ME ATA MEI,18,56,Australia,/264/065/23_60.png,,A. Kasumovic,ATA,20,53,Australia,/268/609/23_60.png,,Josh Brindell-South,MD MD ZAG,30,65,Australia,wiki/75162.png,,
a,J. Barnett,VOL LE LD,21,57,Australia,/250/895/23_60.png,,A. Gurd,ZAG,20,55,Australia,/271/971/23_60.png,,M. Caputo,ATA,16,50,Australia,/262/557/23_60.png,,G. Cléùr,LD,24,56,Australia,/240/710/23_60.png,,E. Cox,GOL,18,52,Australia,/264/068/23_60.png,,Jordan Holmes,GOL,25,64,Australia,wiki/86860.png,,
a,E. Adams,MEI,20,56,Australia,/263/982/23_60.png,,C. Hollman,MC MEI,18,54,Australia,/266/148/23_60.png,,L. Oresti,MEI MC,19,50,Australia,/268/408/23_60.png,,J. Carluccio,ME MD,21,54,Australia,/256/324/23_60.png,,S. Hall,GOL,17,52,Australia,/266/121/23_60.png,,Macklin Freke,GOL,23,64,Australia,wiki/100096.png,,
a,L. Brooks,MD ME,21,56,Australia,/257/932/23_60.png,,J. Girdwood-Reich,VOL MC,18,54,Australia,/272/324/23_60.png,,J. Nieuwenhuizen,GOL,18,50,Australia,/264/057/23_60.png,,A. Badolato,ATA MEI,17,52,Australia,/264/063/23_60.png,,E. Alagich,MEI VOL,18,52,Australia,/266/740/23_60.png,,Riku Danzaki,MEI,22,62,Japan,wiki/101576.png,,
a,M. Bozinovski,ZAG,21,54,North Macedonia,/261/246/23_60.png,,,,,,,,,,,,,,,,Z. Sapsford,ATA MEI,19,52,Australia,/269/475/23_60.png,,,,,,,,,Angus Kilkolly,ATA MEI,26,62,New Zealand,wiki/missing_player.jpg,,
a,W. Wilson,MC,20,50,Australia,/269/792/23_60.png,,,,,,,,,,,,,,,,J. Warshawsky,GOL,17,52,Australia,/270/122/23_60.png,,,,,,,,,Jordan Vale,MD MC LD,28,62,New Zealand,wiki/123291.png,,
a,A. Taleb,GOL,19,49,Australia,/260/522/23_60.png,,,,,,,,,,,,,,,,N. Blair,ATA,18,50,Australia,/270/121/23_60.png,,,,,,,,,Mario Ilich,MD MC ZAG,27,61,New Zealand,wiki/56864.jpg,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reid Drake,MEI MC,26,60,New Zealand,wiki/missing_player.jpg,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton Mlinaric,ZAG,20,60,Australia,wiki/109019.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cameron Brown,GOL,23,59,New Zealand,wiki/missing_player.jpg,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis Zabala,LD MC MEI ZAG,21,59,Australia,wiki/120259.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyrus Dehmie,ATA,20,57,Australia,wiki/117973.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alec Mills,ZAG,22,57,Australia,wiki/123486.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Courtney-Perkins,LE,20,57,Australia,wiki/103433.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jez Lofthouse,ATA MEI,23,57,Australia,wiki/117971.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Knowles,ATA,26,57,Australia,wiki/88169.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Klein,MC,18,55,Australia,wiki/missing_player.jpg,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Nikolovski,ZAG,20,55,Australia,wiki/missing_player.jpg,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Mcmorrow,MC,21,52,Australia,wiki/115524.png,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicholas O'Connell,GOL,21,52,Australia,wiki/missing_player.jpg,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

